Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),impact_score,likelihood,risk_score,Risk Category
Australia,2020,Man-in-the-Middle,Healthcare,0.5592521861493618,0.4010704445807743,Hacker Group,Unpatched Software,Encryption,0.5915492957746479,0.5182570856038428,0.001,0.0005182570856038427,Medium
India,2018,Ransomware,Healthcare,0.11126746406674039,0.14422279178271658,Unknown,Social Engineering,Encryption,0.9295774647887325,0.28481606252593167,0.0013333333333333333,0.00037975475003457557,Medium
USA,2017,Ransomware,Government,0.8985827721379035,0.829193233461201,Unknown,Zero-day,Firewall,0.014084507042253521,0.7008662575157627,0.0006666666666666666,0.0004672441716771751,Medium
Russia,2018,Man-in-the-Middle,Government,0.6364458739571817,0.5543073484979649,Unknown,Unpatched Software,AI-based Detection,0.5774647887323944,0.6000080992744592,0.0006666666666666666,0.0004000053995163061,Medium
UK,2019,Man-in-the-Middle,Banking,0.22555030656347377,0.8451958595331718,Unknown,Weak Passwords,Antivirus,0.7323943661971831,0.512812784381125,0.0013333333333333333,0.0006837503791748332,High
Brazil,2020,Phishing,IT,0.93999396924314,0.5818480781336475,Unknown,Social Engineering,Encryption,0.26760563380281693,0.6980725348222276,0.002,0.0013961450696444552,High
Japan,2017,Malware,Banking,0.0930746808724495,0.12240057405292777,Unknown,Zero-day,AI-based Detection,0.08450704225352114,0.1001589211028073,0.0006666666666666666,6.67726140685382e-05,Low
Japan,2020,DDoS,Education,0.39029048145542267,0.26741799279631634,Hacker Group,Zero-day,AI-based Detection,0.15492957746478872,0.306356554059564,0.001,0.00030635655405956405,Medium
France,2019,SQL Injection,Retail,0.033872751030254306,0.755402012187616,Insider,Weak Passwords,AI-based Detection,0.4225352112676057,0.32806402142493307,0.0006666666666666666,0.00021870934761662205,Low
France,2018,Malware,Retail,0.8027942506784602,0.33896244136623804,Unknown,Unpatched Software,Encryption,0.3943661971830986,0.5819590971857213,0.0006666666666666666,0.0003879727314571475,Medium
France,2015,SQL Injection,Government,0.14292893758166653,0.5407206285759465,Insider,Zero-day,AI-based Detection,0.07042253521126761,0.24776516440587074,0.0016666666666666668,0.00041294194067645123,Medium
France,2024,DDoS,Government,0.8581767011759976,0.5460238127882899,Unknown,Social Engineering,Encryption,0.18309859154929578,0.6295152127343449,0.0006666666666666666,0.00041967680848956323,Medium
India,2024,SQL Injection,Retail,0.48577746507186653,0.09573453454775818,Unknown,Weak Passwords,Firewall,0.22535211267605634,0.31667951543547196,0.001,0.00031667951543547197,Medium
Australia,2019,Man-in-the-Middle,Retail,0.5984521057392703,0.36618291832255656,Nation-state,Unpatched Software,VPN,0.47887323943661975,0.5048555762537261,0.0013333333333333333,0.0006731407683383014,High
China,2017,Malware,IT,0.8692330887526386,0.5104327314250944,Nation-state,Zero-day,VPN,0.23943661971830985,0.6356336877475096,0.001,0.0006356336877475096,High
Germany,2023,Phishing,Government,0.12182128857171574,0.06818079464697646,Nation-state,Weak Passwords,Firewall,0.7605633802816901,0.23347755873628886,0.0006666666666666666,0.00015565170582419258,Low
Russia,2024,Ransomware,Healthcare,0.6356417730425169,0.0830154992288916,Insider,Zero-day,VPN,0.619718309859155,0.4666691982617569,0.0006666666666666666,0.00031111279884117127,Medium
USA,2016,Man-in-the-Middle,Banking,0.20042215298019905,0.9819457552008536,Nation-state,Weak Passwords,Encryption,0.7746478873239437,0.5497243805151444,0.001,0.0005497243805151444,High
France,2020,Phishing,Banking,0.12946024726103128,0.9347495173692044,Unknown,Unpatched Software,Firewall,0.8873239436619719,0.5226197675736713,0.002,0.0010452395351473428,High
India,2020,Ransomware,Healthcare,0.7938486280028144,0.46103275484357165,Hacker Group,Zero-day,Firewall,0.5774647887323944,0.6507270982009576,0.001,0.0006507270982009577,High
Japan,2019,SQL Injection,Retail,0.8673233490803097,0.21393979850101733,Nation-state,Zero-day,Antivirus,0.7464788732394366,0.6471393887383474,0.0006666666666666666,0.0004314262591588983,Medium
Germany,2021,SQL Injection,Education,0.1713740074379335,0.5196840307002225,Insider,Social Engineering,Encryption,0.4084507042253521,0.3232823537741039,0.0006666666666666666,0.00021552156918273595,Low
Japan,2017,Man-in-the-Middle,Healthcare,0.1629309478339532,0.3936245697855609,Nation-state,Zero-day,Antivirus,0.9577464788732395,0.39110214062729276,0.0003333333333333333,0.00013036738020909757,Low
USA,2015,DDoS,Government,0.4146145341240326,0.327005006950484,Unknown,Unpatched Software,VPN,0.5633802816901409,0.4180848254851897,0.001,0.00041808482548518974,Medium
Japan,2022,DDoS,Telecommunications,0.9477334405467888,0.534066378372536,Nation-state,Social Engineering,Antivirus,0.07042253521126761,0.6481711408274087,0.0006666666666666666,0.0004321140938849391,Medium
France,2022,SQL Injection,Government,0.6837873153080712,0.8128963752400644,Nation-state,Zero-day,Encryption,0.9295774647887325,0.7716780631838014,0.0016666666666666668,0.0012861301053063358,High
UK,2023,Malware,Education,0.23479746708211885,0.5522527274019201,Hacker Group,Zero-day,Encryption,0.6901408450704226,0.42110272077572,0.0006666666666666666,0.0002807351471838133,Low
China,2020,SQL Injection,Banking,0.8089255201527793,0.7084920001881485,Unknown,Weak Passwords,Antivirus,0.676056338028169,0.752221627738468,0.0003333333333333333,0.0002507405425794893,Low
USA,2018,Man-in-the-Middle,Government,0.511709719569806,0.4909713764159923,Hacker Group,Weak Passwords,Encryption,0.6901408450704226,0.5411744417237853,0.0006666666666666666,0.00036078296114919016,Medium
Germany,2016,Phishing,Telecommunications,0.999899487385667,0.7617530231352537,Insider,Unpatched Software,Antivirus,0.11267605633802817,0.7510108619010152,0.0013333333333333333,0.0010013478158680201,High
India,2020,Ransomware,Government,0.12202231380038196,0.009789724092308832,Hacker Group,Weak Passwords,Encryption,0.3802816901408451,0.14000441215605264,0.0013333333333333333,0.00018667254954140352,Low
Australia,2021,SQL Injection,Banking,0.9263242536938386,0.04869942384541404,Hacker Group,Weak Passwords,VPN,0.4366197183098592,0.5650958976625153,0.001,0.0005650958976625153,High
Brazil,2017,DDoS,Government,0.18283244547190677,0.13161984806011945,Nation-state,Weak Passwords,Antivirus,0.46478873239436624,0.22385992363286247,0.0003333333333333333,7.461997454428748e-05,Low
UK,2021,Phishing,IT,0.6834857774650719,0.39672801840652283,Hacker Group,Zero-day,Encryption,0.8309859154929577,0.6269584773530843,0.001,0.0006269584773530843,High
Germany,2020,DDoS,Banking,0.7641974067745503,0.04643663850778265,Hacker Group,Social Engineering,VPN,0.5352112676056339,0.5030719484607367,0.0003333333333333333,0.0001676906494869122,Low
Russia,2019,DDoS,IT,0.7108252085636748,0.7054586068407974,Hacker Group,Unpatched Software,Encryption,0.25352112676056343,0.6177544116861894,0.001,0.0006177544116861894,High
India,2015,Malware,Telecommunications,0.040406070961905724,0.252724399551246,Insider,Unpatched Software,Firewall,0.7042253521126761,0.23686542576886188,0.001,0.00023686542576886187,Low
Russia,2021,Phishing,Government,0.4570308573726003,0.6999532631246054,Nation-state,Unpatched Software,Antivirus,0.8309859154929577,0.6046985907222733,0.0003333333333333333,0.00020156619690742442,Low
Germany,2016,Man-in-the-Middle,Banking,0.030857372600261335,0.8830567317613598,Insider,Weak Passwords,VPN,0.4225352112676057,0.3648527480820597,0.0006666666666666666,0.00024323516538803978,Low
Australia,2022,DDoS,Education,0.9202934968338528,0.7214792471259824,Insider,Social Engineering,VPN,0.4225352112676057,0.7610975648082422,0.001,0.0007610975648082422,High
Japan,2022,Malware,IT,0.7101216202633431,0.8404641261955683,Unknown,Zero-day,Encryption,0.971830985915493,0.8015662451734407,0.0013333333333333333,0.0010687549935645875,High
UK,2024,Ransomware,Telecommunications,0.0928736556437833,0.11778693389083988,Unknown,Social Engineering,VPN,0.22535211267605634,0.12684333052435487,0.0013333333333333333,0.00016912444069913982,Low
Japan,2016,Phishing,Education,0.30073374208463166,0.2719895997942377,Nation-state,Zero-day,Antivirus,0.3943661971830986,0.31083699041720686,0.0013333333333333333,0.0004144493205562758,Medium
UK,2016,Ransomware,Retail,0.5924213488792843,0.964451952590594,Nation-state,Unpatched Software,Firewall,0.6619718309859155,0.7179406264140036,0.0006666666666666666,0.0004786270842760024,Medium
Brazil,2023,Man-in-the-Middle,Education,0.27218815961403153,0.1716474298221297,Hacker Group,Weak Passwords,VPN,0.971830985915493,0.3819545059367533,0.0013333333333333333,0.0005092726745823376,Medium
Japan,2022,Malware,Healthcare,0.731329781887627,0.8421434511829834,Unknown,Social Engineering,Firewall,0.08450704225352114,0.6352093347494128,0.001,0.0006352093347494127,High
Germany,2022,Man-in-the-Middle,Telecommunications,0.9285355312091668,0.5218587465510288,Insider,Social Engineering,Encryption,0.07042253521126761,0.6349098966121456,0.0006666666666666666,0.00042327326440809703,Medium
Germany,2024,Malware,Government,0.4598452105739271,0.578459404470127,Hacker Group,Weak Passwords,Encryption,0.2112676056338028,0.4457139477547622,0.0006666666666666666,0.0002971426318365081,Low
France,2015,DDoS,Banking,0.5140215096994674,0.5388911851450795,Nation-state,Zero-day,Antivirus,0.8169014084507042,0.5820583920833984,0.0016666666666666668,0.0009700973201389974,High
Brazil,2022,DDoS,Telecommunications,0.7940496532314806,0.789265730661492,Hacker Group,Unpatched Software,Firewall,0.8732394366197184,0.8084524331381315,0.001,0.0008084524331381316,High
UK,2022,DDoS,IT,0.9393908935571414,0.4462590984286603,Nation-state,Unpatched Software,AI-based Detection,0.22535211267605634,0.6486435988423801,0.0003333333333333333,0.00021621453294746004,Low
France,2024,Ransomware,Government,0.5261835360337723,0.9279311376676198,Nation-state,Weak Passwords,Firewall,0.3943661971830986,0.6203443487537917,0.0013333333333333333,0.000827125798338389,High
Germany,2017,DDoS,Telecommunications,0.8430998090260328,0.7247768489338088,Insider,Unpatched Software,AI-based Detection,0.23943661971830985,0.6868702831368211,0.0006666666666666666,0.000457913522091214,Medium
France,2023,Ransomware,Education,0.5403558146547391,0.02129179922959215,Insider,Weak Passwords,AI-based Detection,0.4366197183098592,0.363889390758219,0.001,0.000363889390758219,Medium
Germany,2017,SQL Injection,Healthcare,0.12121821288571717,0.13472429747070438,Nation-state,Weak Passwords,Antivirus,0.16901408450704225,0.13482921258547836,0.001,0.00013482921258547837,Low
China,2020,Malware,IT,0.9515529198914465,0.8850152770535954,Nation-state,Zero-day,Antivirus,0.4084507042253521,0.8229711839068723,0.001,0.0008229711839068723,High
Australia,2023,DDoS,IT,0.9962810332696754,0.2854101886388361,Unknown,Weak Passwords,Firewall,0.6338028169014085,0.7105241366067703,0.0026666666666666666,0.0018947310309513873,High
UK,2021,Ransomware,Government,0.9749723590310585,0.7558643769934479,Nation-state,Social Engineering,AI-based Detection,0.6338028169014085,0.8410060559938454,0.0016666666666666668,0.0014016767599897423,High
India,2023,SQL Injection,Telecommunications,0.8004824605487989,0.24121531888660155,Unknown,Unpatched Software,Antivirus,0.36619718309859156,0.5458452625600982,0.0003333333333333333,0.00018194842085336607,Low
Japan,2017,DDoS,IT,0.3115891044326063,0.951934075985953,Unknown,Zero-day,AI-based Detection,0.8028169014084507,0.6019381552937791,0.0013333333333333333,0.0008025842070583721,High
Japan,2018,Phishing,Government,0.32596240828223944,0.7742368728927124,Hacker Group,Social Engineering,Firewall,0.5492957746478874,0.5051114209385109,0.0006666666666666666,0.0003367409472923406,Medium
Brazil,2018,Malware,Retail,0.8334505980500554,0.5385529182525013,Hacker Group,Weak Passwords,AI-based Detection,0.9014084507042254,0.7585728646416231,0.0006666666666666666,0.0005057152430944154,Medium
Australia,2021,DDoS,Retail,0.19991958990853356,0.34279746720162213,Nation-state,Zero-day,Antivirus,1.0,0.40279903511475346,0.0006666666666666666,0.00026853269007650227,Low
China,2023,DDoS,Healthcare,0.9255201527791739,0.9746059641056795,Hacker Group,Social Engineering,Firewall,0.26760563380281693,0.8086629923818541,0.001,0.0008086629923818541,High
Brazil,2019,SQL Injection,Healthcare,0.9099406975575436,0.0862270331291389,Unknown,Social Engineering,Firewall,0.647887323943662,0.6104159235062458,0.0013333333333333333,0.0008138878980083278,High
Russia,2016,DDoS,Healthcare,0.9090360840285456,0.32678883639191325,Nation-state,Zero-day,VPN,0.28169014084507044,0.6088927211008609,0.0016666666666666668,0.0010148212018347683,High
Japan,2017,DDoS,Healthcare,0.5418635038697357,0.344619905105128,Hacker Group,Unpatched Software,AI-based Detection,0.056338028169014086,0.38558532910020904,0.001,0.00038558532910020903,Medium
Russia,2015,Man-in-the-Middle,IT,0.30585988541561965,0.5680992302927009,Unknown,Weak Passwords,Encryption,0.295774647887324,0.3825146413730849,0.0013333333333333333,0.0005100195218307799,Medium
China,2024,Ransomware,Government,0.24052668609910546,0.693632275865658,Nation-state,Unpatched Software,Firewall,0.971830985915493,0.5227192229923487,0.0006666666666666666,0.00034847948199489913,Medium
India,2018,Malware,Government,0.25158307367574634,0.505378743828881,Insider,Zero-day,AI-based Detection,0.4084507042253521,0.3590953008316079,0.0003333333333333333,0.00011969843361053596,Low
Germany,2024,Malware,IT,0.5142225349281335,0.5701848758670591,Hacker Group,Unpatched Software,Antivirus,0.23943661971830985,0.47605405416784646,0.0006666666666666666,0.000317369369445231,Medium
India,2020,DDoS,Telecommunications,0.1777063021409187,0.20805315393845747,Hacker Group,Weak Passwords,Encryption,0.056338028169014086,0.1625367028857994,0.0006666666666666666,0.00010835780192386627,Low
Japan,2018,Phishing,Retail,0.022414312996281036,0.9165711746568043,Nation-state,Zero-day,Antivirus,0.4366197183098592,0.37350245255715364,0.001,0.00037350245255715365,Medium
France,2015,Phishing,Banking,0.8319429088350588,0.28832949196916374,Hacker Group,Unpatched Software,Encryption,0.9154929577464789,0.6855688935575743,0.002,0.0013711377871151486,High
Australia,2022,Malware,Government,0.5394512011257413,0.8924551471110707,Insider,Zero-day,VPN,0.23943661971830985,0.5853494686398538,0.001,0.0005853494686398538,High
France,2021,Ransomware,Retail,0.7672127852045433,0.18972469278260548,Hacker Group,Social Engineering,VPN,0.7887323943661972,0.5982702793102928,0.0006666666666666666,0.0003988468528735285,Medium
UK,2023,SQL Injection,Telecommunications,0.7880188963714948,0.7162551252938569,Insider,Weak Passwords,Firewall,0.8732394366197184,0.7835338730978482,0.0006666666666666666,0.0005223559153985654,Medium
France,2018,Ransomware,Education,0.3216403658659162,0.41480728294624464,Nation-state,Unpatched Software,VPN,0.7323943661971831,0.4317412410562681,0.0013333333333333333,0.0005756549880750241,High
Germany,2019,SQL Injection,Banking,0.7754548195798574,0.989949069816085,Insider,Weak Passwords,Antivirus,0.676056338028169,0.819923398340388,0.0003333333333333333,0.00027330779944679596,Low
Australia,2015,Phishing,Government,0.6048849130565886,0.3896654460369232,Insider,Social Engineering,Firewall,0.619718309859155,0.5432857523112024,0.001,0.0005432857523112024,High
Germany,2016,Malware,Healthcare,0.6769524575334205,0.5524388742718005,Hacker Group,Zero-day,Encryption,0.8028169014084507,0.6647712713299405,0.0003333333333333333,0.00022159042377664683,Low
Russia,2022,Ransomware,Retail,0.4397426877073073,0.9337307135329775,Nation-state,Zero-day,Antivirus,0.19718309859154928,0.5394271776318568,0.0003333333333333333,0.00017980905921061892,Low
India,2016,Man-in-the-Middle,Telecommunications,0.4259724595436728,0.9346464360380341,Insider,Unpatched Software,Firewall,0.8309859154929577,0.6595773436818382,0.0006666666666666666,0.00043971822912122543,Medium
Russia,2018,Malware,Telecommunications,0.6564478842094684,0.2133022955111583,Unknown,Unpatched Software,Antivirus,0.5070422535211268,0.49362308146230705,0.001,0.0004936230814623071,Medium
Russia,2024,DDoS,Telecommunications,0.41079505477937484,0.2711779594099745,Nation-state,Unpatched Software,Encryption,0.49295774647887325,0.38534246450845444,0.001,0.00038534246450845443,Medium
Brazil,2024,DDoS,Government,0.8874258719469295,0.48226350590616,Hacker Group,Zero-day,Firewall,0.8591549295774649,0.7602229736608057,0.002,0.0015204459473216114,High
UK,2020,Man-in-the-Middle,Telecommunications,0.5912151975072872,0.8486645963665332,Insider,Unpatched Software,VPN,0.36619718309859156,0.6234464142833219,0.0013333333333333333,0.0008312618857110959,High
Brazil,2019,DDoS,Government,0.5447783696853956,0.6153665241875841,Insider,Zero-day,Antivirus,0.07042253521126761,0.4710836491412265,0.002,0.000942167298282453,High
UK,2021,DDoS,Telecommunications,0.5754347170569907,0.8300579156954838,Nation-state,Weak Passwords,Antivirus,0.6619718309859155,0.6691290994343236,0.001,0.0006691290994343237,High
China,2022,Man-in-the-Middle,Education,0.6035782490702584,0.6993217648724844,Nation-state,Social Engineering,Encryption,0.619718309859155,0.6355293159687055,0.001,0.0006355293159687055,High
France,2022,Malware,IT,0.06040808121419238,0.08191663222282382,Insider,Zero-day,Firewall,0.35211267605633806,0.12520156548521094,0.0006666666666666666,8.346771032347396e-05,Low
Russia,2024,Phishing,IT,0.473012363051563,0.2338154804140467,Unknown,Weak Passwords,VPN,0.8873239436619719,0.4841156143823899,0.0003333333333333333,0.00016137187146079664,Low
India,2019,Phishing,IT,0.5223640566891146,0.8808169645850576,Nation-state,Zero-day,VPN,0.5352112676056339,0.6324693712412013,0.0016666666666666668,0.0010541156187353355,High
China,2020,Phishing,Education,0.5453814453713941,0.1833987015755431,Insider,Zero-day,AI-based Detection,0.8169014084507042,0.4910906148485008,0.0016666666666666668,0.0008184843580808347,High
China,2023,DDoS,Education,0.4235601567996784,0.7209948649484443,Unknown,Social Engineering,VPN,0.22535211267605634,0.47314896041958376,0.0013333333333333333,0.000630865280559445,High
Germany,2023,Phishing,Banking,0.3923007337420847,0.3394888567079426,Unknown,Weak Passwords,AI-based Detection,0.014084507042253521,0.30081392529187584,0.0013333333333333333,0.0004010852337225011,Medium
Japan,2017,DDoS,Telecommunications,0.7314302945019601,0.3682175236261411,Nation-state,Zero-day,Antivirus,0.6619718309859155,0.6085747705360055,0.0003333333333333333,0.00020285825684533516,Low
Australia,2024,DDoS,Banking,0.8874258719469295,0.8111459941894155,Insider,Weak Passwords,AI-based Detection,0.4084507042253521,0.7687468750753598,0.002,0.0015374937501507196,High
France,2019,DDoS,IT,0.1355915167353503,0.9663484489262029,Unknown,Weak Passwords,Encryption,0.26760563380281693,0.4112214198060994,0.0006666666666666666,0.0002741476132040662,Low
Japan,2015,Man-in-the-Middle,Telecommunications,0.7978691325761383,0.10441738531701514,Hacker Group,Zero-day,AI-based Detection,0.15492957746478872,0.46124569737613147,0.001,0.0004612456973761315,Medium
France,2017,Phishing,Banking,0.7730425168358629,0.6542141749840624,Nation-state,Social Engineering,AI-based Detection,0.943661971830986,0.7715179052793473,0.0006666666666666666,0.0005143452701862315,Medium
India,2020,SQL Injection,Telecommunications,0.873856669011961,0.7317783731364047,Nation-state,Zero-day,Antivirus,0.4507042253521127,0.7466026915173244,0.001,0.0007466026915173244,High
France,2020,Ransomware,Education,0.4706000603075686,0.8484674408107997,Insider,Unpatched Software,VPN,0.2112676056338028,0.5320937835237848,0.0013333333333333333,0.000709458378031713,High
India,2017,Man-in-the-Middle,Telecommunications,0.3206352397225852,0.4374751679074791,Insider,Weak Passwords,Firewall,0.25352112676056343,0.34226439558564903,0.0006666666666666666,0.00022817626372376602,Low
India,2023,Phishing,Retail,0.5283948135491005,0.589389027943047,Hacker Group,Social Engineering,Antivirus,0.04225352112676056,0.44946481938281646,0.001,0.0004494648193828165,Medium
Brazil,2024,Ransomware,Retail,0.6880088451100614,0.3219760390948459,Hacker Group,Social Engineering,Encryption,0.971830985915493,0.6349634314665831,0.0006666666666666666,0.00042330895431105537,Medium
India,2020,SQL Injection,Government,0.4252688712433411,0.43283450642556986,Hacker Group,Unpatched Software,AI-based Detection,0.7323943661971831,0.4889636607887782,0.0013333333333333333,0.0006519515477183709,High
UK,2022,DDoS,IT,0.5368378731530807,0.06378932978119736,Unknown,Weak Passwords,AI-based Detection,0.08450704225352114,0.3044571439616038,0.0006666666666666666,0.00020297142930773585,Low
France,2021,Phishing,Retail,0.45401547894260735,0.09552436872692555,Unknown,Unpatched Software,Antivirus,0.6901408450704226,0.3936932191034659,0.0016666666666666668,0.0006561553651724432,High
Germany,2020,SQL Injection,Healthcare,0.6242838476228767,0.20475254976176205,Nation-state,Unpatched Software,AI-based Detection,0.7887323943661972,0.5313141676132064,0.001,0.0005313141676132064,Medium
Germany,2020,SQL Injection,Telecommunications,0.271585083928033,0.4884623968310998,Nation-state,Social Engineering,Encryption,0.647887323943662,0.4119087258020788,0.0003333333333333333,0.00013730290860069293,Low
USA,2020,Ransomware,Retail,0.15911146848929542,0.8510054432947596,Insider,Unpatched Software,Firewall,0.11267605633802817,0.35739257850068124,0.0006666666666666666,0.00023826171900045415,Low
Brazil,2019,SQL Injection,Healthcare,0.6726304151170973,0.7034129928513597,Insider,Weak Passwords,Encryption,0.014084507042253521,0.5501560068224073,0.001,0.0005501560068224073,High
Germany,2015,SQL Injection,Government,0.8765705095989547,0.0011559120145795032,Unknown,Unpatched Software,Antivirus,0.7605633802816901,0.5907447044601892,0.0013333333333333333,0.000787659605946919,High
Germany,2023,DDoS,IT,0.9369785908131472,0.8289510423724319,Insider,Weak Passwords,Encryption,0.28169014084507044,0.7735126362873173,0.001,0.0007735126362873173,High
Germany,2017,Malware,Government,0.676349381847422,0.23916670252829483,Hacker Group,Zero-day,VPN,0.22535211267605634,0.4549951242174107,0.0016666666666666668,0.0007583252070290179,High
Russia,2024,DDoS,Education,0.5417629912554026,0.8915774546116887,Insider,Social Engineering,AI-based Detection,0.8309859154929577,0.7045519151097994,0.0013333333333333333,0.0009394025534797325,High
Australia,2024,Man-in-the-Middle,Education,0.864609508493316,0.9157615358517871,Insider,Weak Passwords,Antivirus,0.014084507042253521,0.7098501164106448,0.0003333333333333333,0.00023661670547021492,Low
India,2018,Malware,Education,0.9909538647100212,0.395151774750278,Unknown,Weak Passwords,Antivirus,0.056338028169014086,0.6252900704138968,0.0006666666666666666,0.0004168600469425979,Medium
China,2015,Man-in-the-Middle,Healthcare,0.6596642878681275,0.946991176037894,Hacker Group,Unpatched Software,Encryption,0.9295774647887325,0.7998449897031783,0.001,0.0007998449897031783,High
USA,2023,Malware,IT,0.5230676449894462,0.20075139284895785,Insider,Unpatched Software,Encryption,0.22535211267605634,0.36682966288462177,0.0013333333333333333,0.0004891062171794956,Medium
Germany,2022,SQL Injection,IT,0.4774349180822194,0.8766506773844563,Insider,Zero-day,Encryption,1.0,0.7017126622564465,0.001,0.0007017126622564465,High
Australia,2022,Ransomware,Government,0.10393004322042416,0.5649657579830486,Insider,Social Engineering,Antivirus,0.8028169014084507,0.3820181292868168,0.0013333333333333333,0.0005093575057157557,Medium
Russia,2023,Malware,IT,0.0587998793848628,0.2593536300140812,Nation-state,Zero-day,Firewall,0.943661971830986,0.29593842306285295,0.0013333333333333333,0.00039458456408380393,Medium
Japan,2020,DDoS,Education,0.9983917981706705,0.010443239716136032,Nation-state,Social Engineering,AI-based Detection,0.9154929577464789,0.6854274625494718,0.0006666666666666666,0.0004569516416996479,Medium
Russia,2020,DDoS,Government,0.41159915569403965,0.49634561669156974,Insider,Unpatched Software,AI-based Detection,0.5774647887323944,0.4701962206009696,0.0006666666666666666,0.0003134641470673131,Medium
UK,2019,Man-in-the-Middle,Education,0.2957081113679767,0.938303321320522,Hacker Group,Weak Passwords,VPN,0.619718309859155,0.553288714051976,0.0006666666666666666,0.0003688591427013173,Medium
India,2023,Ransomware,Education,0.08865212584179315,0.18260707698374018,Hacker Group,Unpatched Software,Firewall,0.7042253521126761,0.23995325643855384,0.0016666666666666668,0.0003999220940642564,Medium
France,2017,Man-in-the-Middle,Healthcare,0.34103930043220426,0.9280021937308537,Insider,Social Engineering,VPN,0.5915492957746479,0.5672301674902878,0.0003333333333333333,0.00018907672249676258,Low
Brazil,2021,Man-in-the-Middle,Banking,0.8159614031560962,0.8942675771183465,Insider,Unpatched Software,Firewall,0.647887323943662,0.8058384395022845,0.001,0.0008058384395022845,High
USA,2018,Phishing,Retail,0.3653633531008142,0.8530380470190981,Hacker Group,Social Engineering,VPN,0.04225352112676056,0.4470437948814886,0.0006666666666666666,0.0002980291965876591,Low
Brazil,2024,Man-in-the-Middle,Healthcare,0.26555432706804705,0.6955517903625962,Nation-state,Zero-day,Encryption,0.3802816901408451,0.4174990386709714,0.0006666666666666666,0.00027833269244731423,Low
India,2019,DDoS,Banking,0.349884410493517,0.9615076295196912,Insider,Social Engineering,VPN,0.5070422535211268,0.5648029448068912,0.001,0.0005648029448068912,High
China,2018,Man-in-the-Middle,Healthcare,0.11297617851040306,0.4306758032087318,Nation-state,Unpatched Software,Firewall,0.8732394366197184,0.3603387175417647,0.001,0.00036033871754176475,Medium
Germany,2016,Ransomware,Telecommunications,0.9390893557141423,0.19849661382831055,Insider,Zero-day,Encryption,0.5492957746478874,0.6389528169351417,0.0016666666666666668,0.0010649213615585697,High
Brazil,2021,Malware,Banking,0.34355211579053174,0.7866586736935443,Unknown,Weak Passwords,Firewall,0.22535211267605634,0.4528440825385404,0.0013333333333333333,0.0006037921100513872,High
India,2020,Malware,IT,0.8436023720976984,0.99990692656506,Hacker Group,Social Engineering,Encryption,0.19718309859154928,0.761209883736677,0.001,0.000761209883736677,High
Australia,2022,Malware,Government,0.24223540054276818,0.22106542061686674,Nation-state,Unpatched Software,VPN,0.7323943661971831,0.3339161996958807,0.0006666666666666666,0.0002226107997972538,Low
Brazil,2018,SQL Injection,Education,0.5246758468187759,0.8613305898353801,Hacker Group,Social Engineering,Encryption,0.08450704225352114,0.5376385088107062,0.0006666666666666666,0.0003584256725404708,Medium
Japan,2022,Phishing,Telecommunications,0.33209367775655846,0.05482825949674294,Nation-state,Unpatched Software,VPN,0.14084507042253522,0.2106643308118092,0.0003333333333333333,7.02214436039364e-05,Low
India,2018,Phishing,Education,0.4326062920896573,0.07611505477822002,Insider,Zero-day,Firewall,0.04225352112676056,0.24758836670364676,0.0006666666666666666,0.0001650589111357645,Low
Japan,2016,SQL Injection,Telecommunications,0.36857975675947335,0.7288820879674063,Unknown,Weak Passwords,VPN,1.0,0.6029545047699585,0.0006666666666666666,0.000401969669846639,Medium
Japan,2017,SQL Injection,Education,0.3605387476128254,0.1612822516965886,Nation-state,Zero-day,Firewall,0.19718309859154928,0.26809066903369916,0.001,0.00026809066903369917,Low
Germany,2019,SQL Injection,Government,0.5631721781083526,0.3625040156683624,Unknown,Social Engineering,Encryption,0.25352112676056343,0.4410415191067977,0.001,0.0004410415191067977,Medium
Brazil,2017,DDoS,Education,0.2940999095386471,0.9135728089462587,Insider,Social Engineering,Encryption,0.7887323943661972,0.5788682763264406,0.001,0.0005788682763264405,High
Brazil,2019,Phishing,Government,0.7045934264750227,0.8174889988200691,Nation-state,Zero-day,VPN,0.0,0.5975434128835321,0.0003333333333333333,0.000199181137627844,Low
UK,2021,SQL Injection,IT,0.7995778470198011,0.6825945671134526,Hacker Group,Zero-day,AI-based Detection,0.18309859154929578,0.6411870119537955,0.0006666666666666666,0.00042745800796919694,Medium
USA,2024,DDoS,Telecommunications,0.1510704593426475,0.29819627686244454,Hacker Group,Unpatched Software,AI-based Detection,0.14084507042253522,0.19316312681456416,0.0013333333333333333,0.0002575508357527522,Low
China,2020,DDoS,Healthcare,0.058498341541863515,0.6825595394766472,Nation-state,Social Engineering,Firewall,0.26760563380281693,0.2875381593744893,0.001,0.0002875381593744893,Low
India,2021,SQL Injection,Government,0.17851040305558352,0.0779144745203966,Hacker Group,Weak Passwords,Firewall,0.7042253521126761,0.25347461430644597,0.0006666666666666666,0.0001689830762042973,Low
India,2023,Man-in-the-Middle,IT,0.9081314704995477,0.9856206546965557,Hacker Group,Unpatched Software,Firewall,0.6619718309859155,0.8821462978559237,0.0013333333333333333,0.0011761950638078983,High
